"店舗名","最寄駅","掲載URL","公式HP","取得先URL","HTTP","地図数","判定","理由","地図ラベル","緯度","経度","駅緯度","駅経度","駅からの距離m"
"アモーレ","府中駅・多摩センター駅","https://www.esthe-ranking.jp/fuchu/shop-detail/8eefed37-8dd1-4a78-a222-5c4bd2b49670/","https://jpest.xyz/amore/","https://jpest.xyz/amore/","200","0","hold","座標候補なし","","","","","",""
"癒里","浮間舟渡駅","https://www.esthe-ranking.jp/akabane/shop-detail/713ac2a2-82d0-4c2f-8cee-e2a9535a9761/","https://iyasi-sato.est.cm/","https://iyasi-sato.est.cm/","200","0","hold","座標候補なし","","","","","",""
"花火kiss","武蔵小金井駅・三鷹駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/b8217c4b-e304-4900-b05a-8f1fd3af03a7/","https://kaori-sakura2.navi.mn/","https://kaori-sakura2.navi.mn/","200","0","hold","座標候補なし","","","","","",""
"きらく","豊洲駅4番出口","https://www.esthe-ranking.jp/ginza/shop-detail/0b6329ae-dfd9-4378-a8b2-4dff374877d4/","http://www.es-eika.work/","http://www.es-eika.work/","200","0","hold","座標候補なし","","","","","",""
"姫香（ひめか）","堀切菖蒲園駅","https://www.esthe-ranking.jp/kameari/shop-detail/aa060e88-70f6-427f-9dd3-f58331a32691/","https://himeka.esytl.tokyo/","https://himeka.esytl.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
"幸せの鈴","本郷三丁目駅","https://www.esthe-ranking.jp/suidobashi/shop-detail/1d42cfca-a60e-42a3-af14-b0dbb3219351/","https://reimi.work/","https://reimi.work/","200","0","hold","座標候補なし","","","","","",""
"タイランドミリンマッサージ","末広町駅3番出口","https://www.esthe-ranking.jp/akihabara/shop-detail/c134e440-4a4d-423e-b74e-d87b0d89f256/","https://thailand-milin-massage.com/","https://thailand-milin-massage.com/","200","2","hold","地図ラベルなし","","","","","",""
"Silk Ribbon（シルクリボン）","明大前駅","https://www.esthe-ranking.jp/hatsudai/shop-detail/349896ac-3530-406b-aa27-35a70a6f69ef/","http://silk-ribbon.menzu-nsh.sbs/","http://silk-ribbon.menzu-nsh.sbs/","403","0","hold","座標候補なし","","","","","",""
"ルアナ～LUANA～","木場駅1番出口","https://www.esthe-ranking.jp/monnaka/shop-detail/7ac584cf-c389-44ba-8f7c-0e5bcb9fa08b/","https://luana-est.work/","https://luana-est.work/","200","0","hold","座標候補なし","","","","","",""
"桜花","門前仲町駅出口4","https://www.esthe-ranking.jp/monnaka/shop-detail/4b7f5ef8-9e04-49b3-bb6b-8d78f6b09521/","https://sakura2026.esmens.com/","https://sakura2026.esmens.com/","200","0","hold","座標候補なし","","","","","",""
"好き好き","用賀駅北口","https://www.esthe-ranking.jp/sangenjaya/shop-detail/a14ae641-e02e-46a3-8444-a2b8e3c60385/","http://yogaandmassage.xyz/kid.loas.tokyo/","http://yogaandmassage.xyz/kid.loas.tokyo/","200","0","hold","座標候補なし","","","","","",""
"Ui（ウィ）","鶯谷駅北口","https://www.esthe-ranking.jp/nippori/shop-detail/c5ba360f-9129-4a5a-bc51-863bfffc7a79/","https://www.relax-ui.net/","https://www.relax-ui.net/","200","2","hold","座標候補なし","","","","","",""
"SATISFY（サティスファイ）","麴町駅1番出口","https://www.esthe-ranking.jp/iidabashi/shop-detail/92e65259-7756-4c70-9323-00f6073a3326/","https://s18.web-flying.com/s/","https://s18.web-flying.com/s/","200","1","hold","地図ラベルなし","","","","","",""
